Technologie,itération,Capacité,zipf_parameter,Nombre de Fogs, Hit rate, Ratio OriginUser,Latence_P50,Latence_P90,Latence_P99
LRU,1000000,300000000,0.1,9,0.09891547191027861,88.31801387167872,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,10,0.06778104009499447,92.56855078613714,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,9,0.09285813603296837,89.16141791626148,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,9,0.11757943881271021,85.31990440403212,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,10,0.07695537126554024,91.5148240592454,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,10,0.07295327499587236,92.14771527721844,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,9,0.11274099651173754,85.72328651655118,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,9,0.11785372743456576,85.3186011989034,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,9,0.10124246343177376,88.30271783941646,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,10,0.07333983797528236,92.09400678713507,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,10,0.07282036399817586,92.19582726147706,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,9,0.09969846458876706,88.40197031732623,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,10,0.07331243382888555,92.13831816907901,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,9,0.09915516822579402,88.55524962284657,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,10,0.06777172066362333,92.72786684875865,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,9,0.11712500110495284,85.04007713615857,284.00399999998626,284.00400000001537,284.00400000001537
